ebay_id,ebay_title,price,tfidf_score
v1|257597514029|0,Bruce Springsteen: BORN TO RUN COLUMBIA LP,8.45,0.3709
v1|298463941325|0,Weldon Irvine – Liberated Brother LP Jazz Funk Soul OG Rare,76.00,0.5707
v1|227408704448|0,All Night Long Soundtrack LP Feat. CHARLIE MINGUS DAVE BRUBECK TUBBY HAYES etc,11.99,0.2478
v1|198463347176|0,Leith Stevens & Stu Philips LP COLPIX SCP 427 The Interns STEREO 1962,5.00,0.2063
v1|407036093317|0,"Blondie Dreaming 12"" Vinyl Single Promo 33 RPM Stereo Chrysalis CHS-14-PDJ",5.00,0.3714
v1|206380316953|0,2000 Del The Funky Homosapien If You Must 12” Vinyl Single,0.99,0.3721
v1|127948524484|0,Edgar Winter -They Only Come Out At Night-NM/VG 1982 RE Blues Rock Epic PE-31584,5.50,0.6694
v1|287425702248|0,The Who - Live at Leeds LP 1980 MCA Coral Townsend Classic Rock VG/VG-,2.99,0.3687
v1|257594514560|0,MICHAEL MARTIN MURPHEY land of enchantment Vinyl Record LP 25894-1  1989,1.20,0.4090
v1|407032156353|0,EYDIE GORME & THE TRIO LOS PANCHOS • Amor 1964 LP RARE Songs In Spanish LISTEN,27.50,0.3036
v1|307032641285|0,JERRY DOUGLAS  - FLUXOLOGY 1979 ROUNDER RECORDS 0093 MINT-,9.99,0.5471
v1|307018395231|0,Hot Dance Gus Arnhem 2x Victor 22691 Bing/22702 E,12.00,0.3522
v1|127942435550|0,Huge Lot of 280 Box Full of 45 RPM Vinyl Records Mixed Genres Various Artists,120.00,0.3281
v1|127948554179|0,The Replacements - Tim (Original Sire Pressing),25.99,0.4822
v1|227408962931|0,JOHNNY HAMMOND SMITH With BYRDIE GREEN LP The Stinger Meets Golden Thrush VG+,11.99,0.5168
v1|127948075968|0,12 VINTAGE ALBUM COVERS  (COVERS ONLY),9.99,0.2551
v1|336662615748|0,"GIRLS JUST WANT TO HAVE FUN, movie soundtrack Vinyl LP 1985 PROMO",35.00,0.2327
v1|287420890773|0,Saint Vitus Heavier Than Thou 2LP Vinyl Doom Metal Compilation SST Records 1991,19.99,0.3431
v1|287432038409|0,"Vintage Vinyl LP STONE FURY ""BURNS LIKE A STAR"" MCA Records 1984 251 530-1",15.00,0.3382
v1|366511278159|0,SLY & THE FAMILY STONE Dance To The Music EPIC BN-26371 LP i,8.00,0.2823
v1|377303163394|0,Elvis Costello the Attractions~Armed Forces~1978 Columbia Records Vinyl~JC 35709,2.76,0.4978
v1|278137897337|0,BUD SHANK LP I'll Take Romance World Pacific NM,11.99,0.2386
v1|227408975956|0,LODI CARR LP Ladybird Laurie LLP 1007 Mono Exc. Jazz Vocal,11.99,0.2656
v1|318520045690|0,"Alan Parsons Project - Turn on a Friendly Card - Vinyl (1980, AL 9518)",2.00,0.3049
v1|117275086957|0,POOGY-POOGY LP -HED-ARZI-RECORDS-BAN-14419-ISRAEL-PROG ROCK -  VINYL,7.00,0.4251
v1|178266847584|0,PM DAWN Set Adrift On Memory Bliss 12” SINGLE Near Mint VINYL ,24.99,0.4431
v1|800251934949|0,Bob Marley & The Wailers - Catch A Fire LP - MfSL Audiophile VG++,53.00,0.3391
v1|137465380444|0,"Chopin: The Poetry of the Piano - Ivan Moravec 12"" Four Record Set",5.20,0.4925
v1|358744327591|0,Eternity’s Children Rare Orig Mono Tower Psych Lp Ex,225.00,0.6682
v1|236906082612|0,"Bartok Music For Strings, Percussion & Celesta Reiner Chicago RCA Living Stereo",9.95,0.2441
v1|127948424084|0,Manfred Mann - Best Of-Manfred Mann -NM/VG+ 1977 Beat Rock EMI M-11688 1ST ,4.99,0.4907
v1|336663392696|0,Journey Captured 1981 2x LP Gatefold Live Columbia KC2-37016,4.99,0.2954
v1|198463269006|0,Phil Harris 45 RCA VICTOR WBY-87 The Thing w/ PS Sleeve,19.50,0.3953
v1|278137990616|0,FREDDIE HUBBARD LP High Blues Pressure Atlantic Stereo Re,11.99,0.5104
v1|227408951675|0,GENIE PACE LP Love In A Midnight Mood Jade JLP 1001 Promo Rare Vocal Jazz Mono,13.50,0.3341
v1|366511393771|0,Dream Theater Awake Clear Vinyl NM/NM Ultrasonically Cleaned 2LP,5.50,0.3086
v1|366510961310|0,Lot Of 9 Vintage Vinyl 80s 90s Michael Jackson,50.00,0.2765
v1|318508898649|0,LOOSE ENDS Zagora MCA LP VG+ i,8.00,0.5574
v1|298464049935|0,Roland Haynes – 2nd Wave LP Jazz Funk Soul OG Rare,152.50,0.2902
v1|398137540323|0,ANTOINETTE KONAN | Electronic | Afro  LP HEAR,9.99,0.2606
v1|227408851591|0,MILES DAVIS QUINTET LP Steamin' With The Prestige OJC -391 Reissue,11.99,0.6694
v1|398120939960|0,6 Vintage Country LP's,1.99,0.3105
v1|188485948856|0,PROMO- Elton John - Breaking Hearts - 1984 Geffen GHS-24031 LP Vinyl Record - EX,0.99,0.4239
v1|227408754307|0,"BOOT EVERET PAULEY AND SWINGING DRIFTERS UNKNOWN  LABEL 45 RPM  7"" RECORD",4.99,0.3478
v1|800270129644|0,Yoyito Cabrera - La Carne Lo Mato - West Side Records Lp,4.99,0.5771
v1|336662729511|0,At War with Reality by At the Gates 2015 gold marble vinyl LP record,7.40,0.3312
v1|198461386557|0,HANK JONES LP Here's Love Soundtrack 1963 Argo mono vinyl,8.00,0.2963
v1|307016844466|0,BLUES Sara Martin& Sylvester Weaver Okeh 8104 (beautiful Guitar) Roamin Blues V,12.00,0.3721
v1|287425719464|0,Stevie Wonder – Innervisions LP 1973 ('76 RE) TAMLA Classicn Funk Soul VG/VG-,2.99,0.5998
v1|287427461803|0,45 RPM Rare Garage Rock The Henchmen Please Tell Me/Livin Punch Records Detroit,6.50,0.4363
v1|267712731142|0,JD CROWE & THE NEW SOUTH Somewhere Between 1982 vinyl LP  Rounder M- / EX,17.50,0.5775
v1|147405552625|0,"Boston Don't Look Back Epic Rock 12"" 33 RPM Black Vinyl LP Cardboard Sleeve",10.00,0.3238
v1|147405207472|0,The Beatles – Something New - Capitol ST-2108 Rock Vinyl LP Record Album,6.99,0.2925
v1|206381455595|0,Metallica Master of Puppets 1986 LP Vinyl Record 9 60439-1 Elektra Untested,44.99,0.3265
v1|287427172152|0,Mississippi John Hurt. Today! EX Vinyl LP SILVER LABEL??????,14.99,0.2647
v1|336663391088|0,Frank Zappa – Over-Nite Sensation LP 1973 Discreet DSK 2288 Gatefold VG  Vinyl,4.99,0.3770
v1|366509974465|0,"Loverboy Loverboy Vinyl Record LP 12"" Black Rock Columbia Label",2.00,0.2550
v1|336663383673|0,CROSBY STILLS & NASH (VG) SD-8229 LP VINYL RECORD,4.99,0.0000
v1|336663383287|0,"Santana, Santana ~ VG+ ~ '70, Columbia CS 9781, In Shrink",4.99,0.8423
v1|800259640657|0,DICK ROBINSON 45RPM '58 MCI THE BOPPIN' MARTIAN ARIZONA ROCKABILLY VG VINYL,9.99,0.3760
v1|278138033868|0,"HENRY MANCINI LP Mr. Lucky Goes Latin RCA Victor LPM-2360 DG Mono VG+ ""Lujon""",12.50,0.4159
v1|236906522866|0,"Lou Reed – Transformer | Vinyl, LP, Album | LSP 4807 VG",5.50,0.5764
v1|147403894713|0,JUDY COLLINS LP - COLORS OF THE DAY (THE BEST OF JUDY COLLINS)  - SEALED,9.99,0.5735
v1|366511278291|0,SLY & THE FAMILY STONE There's A Riot Goin' On EPIC LP gatefold SHRINK i,10.50,0.3142
v1|298464303995|0,Venus & Mars LP by Wings Vinyl 1975 Gatefold EX SMAS-11419 Capitol,1.99,0.3325
v1|188485950065|0,Gary Burton – Seven Songs For Quartet - 1974 ECM 1040 LP Vinyl Record - NM,3.58,0.4540
v1|147409735344|0,Gordon Lightfoot GORD'S GOLD VINYL LP ALBUM 1975 REPRISE RECORDS,0.99,0.3415
v1|318520786790|0,STRAWBS DEEP CUTS WLP promo US original vinyl LP,3.00,0.3624
v1|398137589045|0,BEBE MANGA Ami Oyomiya | Afro Funk | Boogie | Afro LP HEAR,9.99,0.2746
v1|198463754175|0,ELECTRIC LIGHT ORCHESTRA LP A New World Record 1976 Jet elo  vinyl,8.00,0.3097
v1|407034429491|0,78 RPM Ganus Brothers Quartette VOC 5271 Jesus Knows The Way sacred gospel 1928,10.00,0.3073
v1|236906527425|0,TOM WAITS SMALL CHANGE LP  ELEKTRA 7E1078 FROM 1976 VG,4.99,0.3157
v1|188485951039|0,Les Baxter - Round The World - Capitol T-780 LP Vinyl Record,1.25,0.3646
v1|336663396711|0,COUNTRY HANK WILLIAMS Luke TheDrifter MGM 01-119 10 INCH LP AUSTR FLIPBACK CLEAN,9.99,0.4018
v1|257588710085|0,TESTAMENT  The New order & MEGADETH So Far So Good ...So What?   2 Lot vinyl,90.00,0.5192
v1|800262006472|0,THE KINKS 'Are The Village Green Preservation Society  LP NM VINYL,74.80,0.4049
v1|318520794730|0,LUTHER VANDROSS Give Me The Reason EPIC LP VG+ with lyric sheet insert SHRINK i,8.00,0.4940
v1|168494442520|0,"NEKTAR RECORD ""REMEMBER THE FUTURE"" 1973 PASSPORT RECORDS (PPS-98002) VERY RARE",6.99,0.3383
v1|188578369068|0,"THE MOODY BLUES on LP "" EVERY GOOD BOY DESERVES FAVOUR "" rock",9.99,0.3352
v1|398120595392|0,"Ray Stevens Misty Barnaby Records 12"" 33RPM Pop Vinyl LP [Tested]",1.60,0.3062
v1|257594828219|0,"Old 8x10 by Travis, Randy (Record, 2012)",5.28,0.3363
v1|800263135120|0,STAPLE SINGERS/CURTIS MAYFIELD Let's Do It Again OST CURTOM CU-5005 LP SEALED i,8.00,0.6683
v1|800263029230|0,"RANDY STONEHILL - Equator (Myrrh) - 12"" Vinyl Record LP - VG+",5.99,0.0000
v1|307033295530|0,"Fleetwood Mac Then Play On Black Vinyl LP 12"" 33",10.00,0.7112
v1|318520776637|0,RUFUS FT. CHAKA KHAN Self Titled ABC ABCD-909 LP VG+ with poster SHRINK i,8.00,0.6355
v1|398115879367|0,Willie Nelson Shotgun Willie 1973 First Pressing,18.00,0.5373
v1|298463908568|0,Oneness Of Juju – African Rhythms LP Funk Soul OG Rare,67.00,0.7663
v1|800259691620|0,MOOD IN BLUE LP Various Artists 1955 Urainia Coleman Hawkins vinyl,8.00,0.3268
v1|398137595837|0,NG JULES Ayeka | Bomb! |  Zouk | Synth | Afro | LP HEAR,9.99,0.3049
v1|206376992394|0,Patato & Totico - S/T LP - RVC Shrink,8.00,0.0000
v1|287427501490|0,DROPKICK MURPHYS WARRIORS CODE GREEN VINYL MINT! 1st Press 05 Hellcat records,16.19,0.8352
v1|358667163146|0,Victor 22951 Coon Sanders Or ch SING A NEW SONG their last!  Jazz 1932 78 rpm E+,24.99,0.2927
v1|267713082240|0,BOBBIE GENTRY (ODE TO BILLIE JOE ) ORIG 1967 VINYL LP ,5.00,0.3304
v1|188485950821|0,PROMO - Mylon LeFevre - Weak At The Knees - 1977 Warner Bros BS-3070 LP - EX,0.99,0.7925
v1|336663204251|0,16 LP Lot Midgrade Mostly VG Fleetwood Mac Yes Allman Brothers Rock Records,16.50,0.6418
v1|318508912336|0,O'JAYS When Will I See You Again PHILADELPHIA INTERNATIONAL LP VG+/VG++ i,8.00,0.5667
v1|287427606775|0,"Chevelle Bright As Blasphemy Limited Ed LP 12"" 33RPM Clear/Black/Ruby Splatter",20.00,0.3102
v1|800263122061|0,OTIS REDDING The Soul Album VOLT LP stereo i,8.00,0.6283
v1|227407766049|0,Ktel Stars 1977,3.00,0.5614
v1|278137948694|0,DONALD BYRD HANK MOBLEY KENNY DREW LP Hard Bop Jazzland 6 DG Mono Exc. Disc,17.50,0.3756
v1|287425719695|0,Stephen Stills Manassas - Down The Road LP 1973 Folk Blues Rock CSN VG+/VG,2.99,0.2396
v1|358725811784|0,The Supremes : A' Go-Go LP Motown Records MS-649  VG,1.90,0.5636
v1|227408787968|0,Lot Of 4 Rare Private Press Gospel LPs #10,9.99,0.6948
v1|318530182622|0,Veles - Night On The Bare Mountain NC 005 2002 reissue Limited to 500 Copies,50.00,0.3559
v1|188560377063|0,Chemo Breaux - Mon Coeur T'Appelle - COLUMBIA 40504 Poor,19.99,0.2261
v1|147409788498|0,Gene Vincent Sounds Like Gene Vincent LP Capitol T1207 Mono Rockabilly Rock & Ro,9.99,0.2920
v1|377303152895|0,"DIRE STRAITS 5 LP, EP LOT LOVE OVER GOLD, BROTHERS IN ARMS, TWISTIN BY THE POOL",42.00,0.2778
v1|227408987071|0,SALLIE BLAIR LP Squeeze Me Bethlehem DG Mono Jazz Vocal Rare,12.50,0.2391
v1|358736899122|0,"Barry Manilow Greatest Hits 12"" Vinyl LP 33 RPM Arista Records",1.13,0.3398
v1|206376992358|0,Grupo Folklorico Y Experimental Nuevayorquino - Concepts In Unity 2xLP - Salsoul,8.00,0.3789
v1|206381336738|0,"Sly & The Family Stone Greatest Hits LP 12"" Black Vinyl Epic Stereo KE 30325",4.00,0.2923
v1|227404052009|0,Steel Pulse Earth Crisis LP 1st Press 1984 Elektra Vinyl Reggae Record Rare,19.50,0.2918
v1|800251934966|0,Byron Lee & The Dragonaires - Dance The Ska LP - BMN Jamaica,11.50,0.3003
v1|366505873832|0,CURTIS MAYFIELD Back To The World CURTOM LP gatefold i,8.00,0.7886
v1|366510854702|0,Led Zeppelin III LP,15.50,0.7614
v1|358733978822|0,Tommy Dorsey All Time Hits w Frank Sinatra 4 LP Vinyl Box Set Vintage Records,6.00,0.3833
v1|117274415036|0,"Ogdens' Nut Gone Flake Small Faces 1977 Vinyl, LP, Album, Reissue Marriott, Lane",15.00,0.6712
v1|147405098975|0,"Muddy Waters, Got my Mojo Working, Chess # 1652, vg++",25.00,0.3727
v1|366505867057|0,KOOL & THE GANG Self Titled BLUE ELEPHANT BE899.004-H LP netherlands i,10.50,0.7090
v1|236904751960|0,Thai Funk Grail Luk Krung HILO Records มานพ มานิตประเสริฐ สาวดี เจริญวงศ์ ชุติมา,75.00,0.7269
v1|327238963902|0,Todd Rundgren  Faithful  Rare 1976 Bearsville Records Power Pop Rock Lp,4.99,0.2938
v1|127948076033|0,John Conlee Rose Colored Glasses ABC Records 1978 12 LP Gatefold,3.00,0.4615
v1|278138489903|0,JOY BRYAN LP Sings Mode DG Mono NM Rare MARTY PAICH,15.00,0.2553
v1|236898282045|0,"78 RPM -- Pope's Arkansas Mountaineers, Victor 21577 ""Jaw Bone"", EE+ Country",175.00,0.3739
v1|267713000095|0,BRUCE SPRINGSTEEN AND THE E STREET BAND Live/1975-85 Box Set of Five LPs,8.00,0.3505
v1|366511269518|0,OTIS REDDING The Soul Album VOLT LP mono i,8.00,0.7074
v1|377304442969|0,Thin Lizzy Renegade Vinyl LP 1981 US Original First Press BSK-3622 Capitol LA OG,12.00,0.2999
v1|227408707793|0,"CHRYSLAR MOTORS MUSIC FOR MODERN AMERICANS  33  LP    7"" RECORD & SLEEVE",1.00,0.4503
v1|377304708424|0,Timothy P. & Rural Route Three Utah Moon LP EX Mail Box Country Bluegrass (1976),5.00,0.2923
v1|287425763603|0,"The Fixx Phantoms LP Vinyl 12"" 33 RPM MCA Records 1984 MCA-5507 Rock",7.50,0.6396
v1|267712323889|0,Elvis Presley-RCA 8-LP Box - Elvis Aron Presley - No. A 03314 LIMITED EDITION,10.49,0.3986
v1|336663393687|0,COUNTRY HANK WILLIAMS SINGS MGM D-105 10 INCH LP UK FLIPBACK CLEAN,9.99,0.3683
v1|188576756729|0,The Nat King Cole Trio | In The Beginning | LP 1960 Decca DL 8260 | VG+/VG+,12.99,0.3296
v1|318520795786|0,TIM SCOTT SWEAR synth pop new wave  US original vinyl 12” mini album,3.00,0.2342
v1|117279139573|0,2-Lp-DGG.-RED Stereo.Gaite-Offnbach/Le Beau Danube-Straus.Mozart/Brahms/Liszt,6.99,0.2105
v1|800263320235|0,"Little Mike & Clasafied DJ Tek Modern Music Pt. 2 CDSR007 12"" Vinyl Black",4.43,0.3872
v1|398137588359|0,VATA MOMBASSA En Colere | Break! | Soukous | Afro | Dancefloor |  LP HEAR,9.99,0.3187
v1|227408888687|0,SEALED TAL FARLOW LP The Return Of Prestige Fantasy Re,11.99,0.2751
v1|188576804923|0,"THE WHO on LP "" WHO'S NEXT "" rock",19.99,0.7012
v1|358744159463|0,"The Rolling Stones – Signed Vintage Vinyl -Jagger, Richards, Watts, Jones, Wyman",0.99,0.5063
v1|800263320235|0,"Little Mike & Clasafied DJ Tek Modern Music Pt. 2 CDSR007 12"" Vinyl Black",4.43,0.3872
v1|398137588359|0,VATA MOMBASSA En Colere | Break! | Soukous | Afro | Dancefloor |  LP HEAR,9.99,0.3187
v1|227408888687|0,SEALED TAL FARLOW LP The Return Of Prestige Fantasy Re,11.99,0.2751
v1|267712682748|0,THE COUNTRY GENTLEMEN SOUND OFF Fox On The Run  NEW BLUEGRASS  VINYL LP ALBUM M-,9.99,0.2913
v1|188576804923|0,"THE WHO on LP "" WHO'S NEXT "" rock",19.99,0.7012
v1|358744159463|0,"The Rolling Stones – Signed Vintage Vinyl -Jagger, Richards, Watts, Jones, Wyman",0.99,0.5063
v1|267713000095|0,BRUCE SPRINGSTEEN AND THE E STREET BAND Live/1975-85 Box Set of Five LPs,8.00,0.3505
v1|366505882883|0,PEOPLE'S CHOICE We Got The Rhythm TSOP PZ-34124 LP VG+ wlp i,8.00,0.6175
v1|327238963902|0,Todd Rundgren  Faithful  Rare 1976 Bearsville Records Power Pop Rock Lp,4.99,0.2938
v1|336663392519|0,Bad Co Self Titled Vinyl Album LP 1974 Stereo Swan Song Atlantic Records SS-8501,4.99,0.3853
v1|287425719206|0,Joe Cocker - MAD DOGS & ENGLISHMEN 2xLP 1970 ('76 RE) Classic Pop Blues Rock VG,2.99,0.2170
v1|158038186482|0,The Birdlanders : JJ Johnson M Jackson K Winding M Roach Everest 1973 Vinyl LP,2.99,0.2976
v1|137465281501|0,1983 VINTAGE BARKING PUMPKIN RECORDS FRANK ZAPPA THE MAN FROM UTOPIA VINYL LP,9.99,0.3509
v1|198463269006|0,Phil Harris 45 RCA VICTOR WBY-87 The Thing w/ PS Sleeve,19.50,0.3953
v1|188577834383|0,The Mummies - Runnin’ On Empty Vol 1 12”LP Vinyl Estrus Records 1996,35.00,0.3216
v1|127948482365|0,Gravdiggaz 6 Feet Deep Vinyl Lp Hip Hop Rap ,19.99,0.4210
v1|318511729009|0,Max Romeo - Revelation Time LP - Black World Jamaica OG Press DG,46.00,0.3291
v1|800251935048|0,Ras Michael & The Sons Of Negus - Rastafari LP - Vulcan UK,10.50,0.2678
v1|278137990616|0,FREDDIE HUBBARD LP High Blues Pressure Atlantic Stereo Re,11.99,0.5104
v1|236902431391|0,"78 RPM -- Albert Brunies Halfway House Orchestra, Columbia 1959, E/EE- Jazz",50.00,0.2374
v1|800248494786|0,KOOL & THE GANG Music Is The Message DE-LITE LP VG+ reissue SHRINK i,8.00,0.9858
v1|800260000354|0,DIRTY DANCING LP Original motion picture soundtrack  1987 Rca RE Purple vinyl,15.00,0.5190
v1|800262057035|0,Lynyrd Skynyrd Gimme Back My Bullets LP,5.95,0.4188
v1|267715209132|0,Daryl Hall & John Oates ALONG THE RED LEDGE Colored Vinyl RCA PROMO 1978  LP,9.99,0.3232
v1|257595029834|0,Elvis Presley Vinyl Album King Creole LP Mono LPM 1884 Inner Sleeve RCA VG/G,9.99,0.3200
v1|287431979633|0,Madonna High School Aurora IL - presents The Boyfriend LP Private Press !! VG+,5.00,0.3442
v1|358735287634|0,Fat Boys VTG 80s self titled LP by Fat Boys VINYL 1984 SUS1015 Sutra Records,1.00,0.3542
v1|318520785981|0,S.O.S. BAND Sands Of Time TABU LP VG+ SHRINK i,8.00,0.4661
v1|188485950291|0,Cal Tjader Plays Mambo - Fantasy 3-221 Red Vinyl LP Record,2.25,0.6476
v1|377304708424|0,Timothy P. & Rural Route Three Utah Moon LP EX Mail Box Country Bluegrass (1976),5.00,0.2923
v1|358735341481|0,THE MONKEES RECORD,1.00,0.0000
v1|336663378896|0,DAVID BOWIE David Live At The Tower Philadelphia 2 LP RCA CPL2-0771 Gatefold VG+,8.50,0.7162
v1|227408702696|0,ALEX KALLAO TRIO LP An Evening At The Embers JIM FLORA Cover RCA Victor LJM-1011,11.99,0.3896
v1|336661884864|0,The Rolling Stones - Hot Rocks '64-'71 2LP - 1971 US London Records - 2PS 606/7,4.99,0.6344
v1|158038185323|0,The Replacements Let It Be vinyl Twin/Tone Records TTR-8441 orig. 1984 release,29.00,0.4379
v1|318520829632|0,LEO SAYER ENDLESS FLIGHT US original vinyl LP,3.00,0.3821
v1|168502284108|0,The Doors Strange Days LP October 1967 Vinyl Record EKS-74014 Elektra Butterfly ,10.00,0.3444
v1|236906526100|0,Neil Young – On The Beach - 1974 Reprise R-2180 Folk Rock Vinyl LP Record Album,4.99,0.4352
v1|298462163245|0,Agnostic Front – Liberty & Justice For... LP (1987 Original Combat Pressing),40.00,0.3560
v1|398137510176|0,BOZAMBO | Killer! | Afro Disco | Funk | Dancefloor |  LP HEAR,9.99,0.4262
v1|127948426263|0,MERCURY Living Presence SR90299 Eastman Musical Diplomats USA HANSON ST LP.,3.99,0.3963
v1|358743268889|0,MASSIVE KILLER LOT of 25 Albums - R&B / Funk / Soul 🎵 #3,8.50,0.4791
v1|318520796058|0,ROD STEWART A NIGHT ON THE TOWN US original vinyl LP,3.00,0.5365
v1|800259824898|0,"Grupo Emociones - No Se Lo Digas A Ella  - Vinyl "" 45 RPM"" EMI 2000 - ""Salsa"" ",50.30,0.3840
v1|198463568829|0,THE O'JAYS LP Back Stabbers 1972 Philadelphia International  vinyl,8.00,0.6007
v1|278137998251|0,GRANT GREEN LP Solid Blue Note Classic Series LT-990,11.99,0.5801
v1|188575295131|0,"B. B. KING on LP "" INDIANOLA MISSISSIPPI SEEDS ""  Blues Chicago blues",4.99,0.3598
v1|318520776021|0,THE SUPREMES SING HOLLAND DOZIER HOLLAND US original vinyl LP,4.00,0.3505
v1|227407777147|0,The Beatles - Let It Be Vinyl Apple Records 1970 AR 34001,6.50,0.8548
v1|227408782269|0,Lot Of 4 Rare Private Press Gospel LPs #6,10.50,0.6948
v1|206375722696|0,"Dave Edmunds 6 Vinyl LP Lot: Get It, Repeat, Rockpile, Twangin’, VG+/NM",30.00,0.3482
v1|398137514756|0,PAT THOMAS  In Action Vol 1 | Ghana | Reggae Funk | Afro Soul Stepper | LP HEAR,9.99,0.2191
v1|257595320279|0,Let Them Eat Jellybeans- 1982 Punk Alternative Compilation Vinyl LP,40.00,0.3854
v1|188485950690|0,White Label Promo - SOUL EXPLOSION 74 - Atlantic PR-205 LP Vinyl Record - VG++,0.99,0.2238
v1|117275683933|0,Rimsky Korsakov Borodin Russian Masterpieces Dorati Mercury SR90265 VG+,3.99,0.5940
v1|137465761772|0,Treepeople:Guilt Regret Embarrassment dbl LP Bonus tracks COLOR - Built to spill,26.00,0.3677
v1|147405773911|0,Tompall & the Glaser Brothers Rings and Things MGM SE 4812 Vinyl LP Stereo,3.41,0.2819
v1|800248512047|0,MADHOUSE 8 PAISLEY PARK LP VG+ SHRINK i,8.00,0.4405
v1|366510850848|0,THE KINKS 'Arthur Or The Decline And Fall Of The British Empire  LP NM VINYL,16.49,0.9286
v1|127948511563|0,Siouxsie & The Banshees - Tinderbox,20.50,0.6369
v1|318520819817|0,BOBBY WOMACK/J.J. JOHNSON Across 110th Street OST UNITED ARTISTS LP i,8.00,0.9199
v1|117275673238|0,John Philip Sousa / Frederick Fennell Sound Off MERCURY LIVING SR90264 VG+,3.99,0.3065
v1|366511278180|0,SLY & THE FAMILY STONE Dance To The Music EPIC E-30334 LP i,8.00,0.2823
v1|127948737822|0,1947 VOGUE PICT DISC SHEP FIELDS ATLANTA G.A. / AREN'T YOU GLAD YOU'RE YOU R712,7.50,0.4005
v1|800251934980|0,Fela Kuti & Afrika 70 - Sorrow Tears & Blood LP - Kalakuta Nigeria OG Press,12.50,0.3252
v1|206386123404|0,"The Beatles Ticket to Ride, Yes It Is, 45 Vinyl Record",1.25,0.3415
v1|318508907061|0,CURTIS MAYFIELD Curtis CURTOM 2XLP 180g 2021 reissue w/ slipmat and insert i,8.00,0.9171
v1|236900416714|0,Fleetwood Mac - Rumors Autographed Signed Vinyl LP,499.00,0.9272
v1|318520798208|0,WILD CHERRY Self Titled EPIC PE-34195 LP VG+ wlp i,8.00,0.3848
v1|398120374771|0,Andy Griffith Shouts The Blues and Old Timey Songs LP Capitol ST-1105 vg/vg+,8.00,0.3406
v1|127948516147|0,Betty Davis - Self Titled Vinyl Me Please (VMP),14.99,0.4289
v1|800251935009|0,Joe Gibbs & Professionals - African Dub All-Mighty LP - JGRG Jamaica OG DG VG+,51.00,0.3272
v1|198461323136|0,STEELY DAN AJA ABC AB-1006 MINT- LP 1977,41.00,1.0000
v1|257559589906|0,Victor 22862 Blanche Calloway Joy Boys LAST DOLLAR Jazz 1931  78 rpm HEAR,19.99,0.2281
v1|800262857360|0,Woddrea Mylenstede - Nihthelmgengen LP,14.00,0.0000
v1|318517677040|0,CLASSIC ROCK LP RECORD Rush Hemispheres 1978 Gatefold Mercury SRM-1-3743 NO UPC,13.50,0.2861
v1|377304442969|0,Thin Lizzy Renegade Vinyl LP 1981 US Original First Press BSK-3622 Capitol LA OG,12.00,0.2999
v1|318508905690|0,MACEO For All The King's Men 4TH & B'WAY LP VG+ i,8.00,0.5833
v1|257595316679|0,Aerosmith & Joe Perry Project - 10 record lot - Includes some UK releases!,80.00,0.3795
v1|188577369488|0,Ruth Copeland I Am What I Am LP 1971 Invictus SMAS-9802 Funkadelic Psych Rock,35.00,0.4654
v1|327233885652|0,JAZZ - MONK - MISTERIOSO - COLUMBIA CS 9216 - NM/UNPLAYED PROMO STAMP,8.99,0.4468
v1|358735422613|0,Herman's Hermits – The Best Of – 1965 MGM – E-4332 – Vinyl Record LP,1.00,0.5730
v1|398137594849|0,MANFEI OBIN Migration People | Masterpiece! | Afro Soul | Balearic | LP HEAR,11.20,0.2683
v1|298463984776|0,The Melton Brothers Band – Livin' In The City LP Funk Soul OG Rare,26.00,0.3586
v1|800251934962|0,Burning Spear - Man In The Hills LP - Island VG+,10.50,0.4582
v1|168501438768|0,"Return to the 36 Chambers by Ol' Dirty Bastard (1st Press, 1995)",50.00,0.2424
v1|147405440033|0,"Boston, Third Stage, NM/NM 1986 Hard Rock MCA-6188",9.99,0.4273
v1|336663416179|0,COUNTRY HANK WILLIAMS Moanin' The Blues MGM 144 10 INCH LP NZ FLIPBACK CLEAN,9.99,0.3430
v1|336662760293|0,Christian Religious Faith Lp Record Lot Of 12 Lps Records Various Artists Lot 5,19.99,0.3266
v1|127948075968|0,12 VINTAGE ALBUM COVERS  (COVERS ONLY),9.99,0.2551
v1|336663395321|0,Bruce Springsteen - Live 1975-85 (5x LP Vinyl Record Box Set) Columbia C5X 40558,8.99,0.4058
v1|158039331942|0,"BLACK FLAG Rare Punk Vinyl 7"" NERVOUS BREAKDOWN EP Version 5 Repress SST-001 ",50.00,0.3449
v1|366511277168|0,SHADES OF BROWN Self Titled ALBINA MUSIC TRUST AMT-010 EP VG+ with insert i,8.00,0.2724
v1|307033042843|0,"ELECTRIC LIGHT ORCHESTRA ""OLE'ELO"" LP 1976 GREATEST HITS EXC VINYL/COVER",9.99,0.3195
v1|236896482446|0,"78 RPM - Joe Bussard, Tompkins Square TSQ 71136, E+ Fonotone - Guitar Solos",50.00,0.2432
v1|168501622720|0,THE HASSLES-(BILLY JOEL)-PICTURE SLEEVE ONLY-(YOU'VE GOT ME HUMMIN')--PS--PIC--,35.00,0.3910
v1|336655001397|0,"78 RPM -Cab Calloway and His Orch. (Missourians), Perfect 15457, E+ Jazz",40.00,0.3087
