ebay_id,ebay_title,price,keeper_score
v1|257652085966|0,"SPOONIE GEE Spoonin Rap SOUND OF NEW YORK 12"" boogie rap HEAR",5.00,0.2254
v1|257651854186|0,"PQM Nameless YOSHITOSHI 2x12"" NM/VG++ ",5.00,0.2254
v1|188726497760|0,Private PA Haunting Lofi Bluegrass GENE CLARK 45 THE GRASS STRINGS on McKEE rare,8.00,0.2253
v1|377389407857|0,Dorival Caymmi - E O Mar - Vinyl Record LP - 1957 Brazilian Press On Odeon Rare,19.99,0.2252
v1|178367613221|0,"Cream - ""Goodbye"" - 1st Edition LP",2.50,0.2251
v1|168590746736|0,ANDY WARHOL ART COVER JANIS GERSHWIN RHAPSODY BLUE 1957 RCA LBC 1045,9.99,0.2251
v1|298553981151|0,"Baron von Tollbooth & the Chrome Nun Grunt AYL1-3794 12"" Black Vinyl LP",4.99,0.2250
v1|198543125948|0,"FRESHCO - 4 AT A TIME/R U READY? - Vinyl 12"" Single 1989 Tommy Boy US Promo!",7.98,0.2249
v1|318664077314|0,Solar Source - Now's The Time EP - AVI VG+ PROMO,20.50,0.2248
v1|236979868588|0,Big Boy Pete- World War IV (A Symphonic Poem) ITALIAN GEAR FAB COMET LP,10.00,0.2247
v1|398251098424|0,BARRY WHITE Sings For Someone You Love 20TH CENTURY Funk | Soul | LP Orig SEALED,9.99,0.2245
v1|366582244758|0,"DIGITAL PLANETS "" REBIRTH   OF  SLICK ""  ORIG  12""   ",15.00,0.2244
v1|358879047619|0,"The New Wanderers ""This Man In Love"" Northern Soul 45 Grapevine UK mp3",9.99,0.2243
v1|188734671288|0,L.A. EXPRESS Self-Titled Vinyl LP RECORD 1976 Album JAZZ FUNK PZ 33940 NM,9.50,0.2243
v1|188734055610|0,The Who - Jaguar Anyone?  2LP Bootleg Vinyl RARE!,65.00,0.2243
v1|407115147859|0,Kalyan - Self Titled LP VG Vinyl Record Trinidad Soca Soul Calypso From 1977,10.00,0.2239
v1|158147247674|0,Carcass Necroticism Descanting the Insalubrious vinyl LP Napalm Death Exhumed,29.99,0.2239
v1|366579741176|0,Very Rare Bluegrass LP - The Bluegrass Express - On The Pan American,14.99,0.2236
v1|287494933044|0,FATBACK BAND FIRED UP N KICKIN'  R&B SOUL 12' LP 33RPM EX,8.00,0.2236
v1|137557848680|0,PABLO MOSES In The Future  REGGAE LP SHRINK Alligator Records – AL 8308 promo cu,9.99,0.2236
v1|358878898594|0,"Fred Parris & Restless Hearts ""I'll Be Hangin On"" Crossover Soul 45 Green-Sea",119.50,0.2233
v1|137564873568|0,LIGHTNIN' HOPKINS With SONNY TERRY  Last Night Blues TEXAS BLUES LP PRESTIGE 72,9.99,0.2231
v1|318661021268|0,BILL EVANS We Will Meet Again WARNER BROS LP VG+ SHRINK o,18.01,0.2230
v1|128007030230|0,Rev. Leon Lawrence -Jesus Never Fails- Ohio Modern Soul Gospel LP - Hear,9.99,0.2229
v1|800454443607|0,"4th Quarter - C-Notes & Grants 12"" - Doe Boy - Indie Rap OG Label VG+ HEAR",92.00,0.2229
v1|278223698341|0,Gism Crust LP Lot#1 Punk Doom Amebix Extreme Noise Terror Axegrinder Sore Throat,9.50,0.2229
v1|377389407766|0,Whiskey River - Self Titled -1978 Vinyl LP~Northland Records~Excellent Condition,9.99,0.2228
v1|366577519860|0,RICHARD DAVIS With Understanding MUSE LP wlp o,9.76,0.2227
v1|257651574191|0,"MADONNA Human Nature MAVERICK 12"" VG++ PROMO",7.50,0.2226
v1|267745811855|0,Sammi Smith - The Best Of Sammi Smith LP Mega M31-1019 Stereo 1972 NM!,2.66,0.2226
v1|287499365983|0,KOKO TAYLOR From The Heart Of A Woman ALLIGATOR LP VG++,10.00,0.2225
v1|168589136041|0,"SOUL The Partnership Baby, If I Had You MGM K13854 1967 EX PROMO",10.00,0.2225
v1|366577528121|0,HANK GARLAND Jazz In New York HG-1001 LP VG+ SHRINK o,9.75,0.2224
v1|188733352908|0,"1982 Raincoats ""Running Away B/w No One""s Little Girl 7"" Rough trade VG+NM",35.00,0.2223
v1|257651724610|0,"MR. FINGERS Washing Machine/Can You Feel It TRAX 12"" VG+",27.00,0.2223
v1|188734670944|0,JOE TURNER & T-BONE WALKER - BOSSES OF THE BLUES VOL. 1 Vinyl LP 1989 RECORD NM,9.77,0.2222
v1|398251065887|0,ISRAEL TOLBERT Popper Stopper STAX Southern Funk | Soul | LP HEAR,9.99,0.2221
v1|366582127386|0,"Starcastle - Citadel 12"" Black Vinyl LP Stereo Epic PE 34935 1977",4.00,0.2221
v1|267746508746|0,"John C. Thomas - 2 Westinghouse Broadcasts, '44 / 4 SRI Acetates / VG",15.00,0.2221
v1|398251067749|0,GEORGE DUKE I Love The Blues MPS Prog | Fusion | Soul | Thundercat | LP HEAR,9.99,0.2220
v1|800440219183|0,"PAUL HUMPHREY America, Wake Up BLUE THUMB LP o",8.00,0.2217
v1|158147275162|0,"ROB ROBERTS 1979 ""R"" LABEL FOLK/PSYCH 45RPM SUNSET bw MELLOW NEW OLD STOCK CLEAN",197.97,0.2216
v1|307103023386|0,"1964 EDDY ARNOLD - SOMETIMES I'M HAPPY, SOMETIMES I'M BLUE LP Vinyl Album",4.99,0.2215
v1|117337339804|0,BERLIN Pleasure Victim 1983 (1981) LP on Geffen #GHS 2036 POP ROCK Terri Nunn,9.99,0.2214
v1|168584056326|0,SIGNED GONZO JOEY - Armored Saint - Raising Fear LP 1987 w/ Inner HEAVY METAL,49.99,0.2213
v1|188733707075|0,SOUNDGARDEN Down On The Upside 2xLp FIRST PRESS GATEFOLD OOP RFARE GRUNGE,119.99,0.2211
v1|398232395502|0,"EMERSON, LAKE & PALMER Debut LP on COTILLION SD9040 1ST PRESS c.1971 BARBARIAN!",8.00,0.2210
v1|257652000439|0,"SALSOUL ORCHESTRA Nice N Naasty SALSOUL 12"" VG+",5.00,0.2209
v1|137564968640|0,LIGHTNIN' HOPKINS  Lightnin'  TEXAS BLUES LP ORIG '61 Prestige Bluesville DG,9.99,0.2209
v1|168589145923|0,PUNK The Ton-Ups ‎Kill Me Slow / Howschow Mans Ruin 043 1997 VG+ PIC SLEEVE RED,5.00,0.2209
v1|318668824401|0,Bobby Goldsboro – Goldsboro - US LP 1977,4.99,0.2205
v1|257651756769|0,"NEWCLEUS Computer Age SUNNYVIEW 12"" VG++ SHRINK 1984 electro",5.00,0.2203
v1|358879001068|0,"Ray Barretto ""Together/New York Soul"" Latin Funk Soul 45 Fania mp3",16.50,0.2202
v1|137564158542|0,THIRD WORLD hold on to love REGGAE LP Shrink COLUMBIA HYPE INNER MASTERWORK MINT,9.99,0.2202
v1|398251095076|0,MASQUERADERS st BANG Killer! | Modern Soul Stepper | Disco | LP HEAR,9.99,0.2200
v1|377389364068|0,CDN 1967 MONO / SHRINK ~ YARDBIRDS ~ LITTLE GAMES Hard Psych JIMMY PAGE Zeppelin,49.98,0.2198
v1|366572827286|0,45 REGGAE / BOB MARLEY & THE WAILERS / SMILE JAMAICA / TUFF GONG / LISTEN,9.99,0.2197
v1|227457843478|0,"Hiroshima Go Special 12"" Mixes Promo 1987 Vinyl Record Epic 49 07493 Dance Mix +",6.99,0.2196
v1|318661008694|0,DOUG RANEY QUINTET Cuttin' Loose STEEPLECHASE LP VG+ denmark o,8.00,0.2196
v1|358879009992|0,"Roy Hamilton ""The Panic Is On"" Northern Soul 45 MGM mp3",56.52,0.2195
v1|257652067668|0,"SOFT CELL Tainted Love CHRYSALIS 12"" VG++ UK pressing",10.50,0.2194
v1|398241281096|0,Grateful Dead Self-Titled 1967 1st Press Warner Gold Label Stereo w/Slv VG+/VG,45.00,0.2194
v1|257651533528|0,"LORI Me Myself & I ECLIPSE 12"" VG++ reggae",5.00,0.2194
v1|278240957251|0,"Communion A Sing-A-Long For God's People In Harmony 12"" Vinyl Record",5.29,0.2193
v1|158149922258|0,"50 Cent ""Get Rich Or Die Tryin'"" Rap Hip Hop 2xLP Shady/Aftermath OG w/ Insert",16.50,0.2193
v1|147474843280|0,(RARE) PRINCE PATRIDGE DON'T TALK BACK TO ME CREST RED WAX (HEAR!),44.99,0.2191
v1|366577529754|0,ED GRAHAM Hot Stix M&K REALTIME LP VG+ 45rpm o,8.00,0.2191
v1|398251136428|0,RARE HIP HOP-Theodore Unit-Paychecks 12” OG Vinyl Ghostface Killer WU-TANG CLAN,5.09,0.2190
v1|366583478416|0,"Alkaholiks ""Likwidation Instrumental"" Rap Hip Hop 2xLP Loud OG Promo",7.99,0.2190
v1|366577529621|0,JIMMY GIUFFRE/BOB BROOKMEYER/JIM HALL Western Suite ATLANTIC LP o,11.00,0.2190
v1|158155061550|0,MONKEES - SELF TITLED (CLARKSVILLE) COLGEMS 1966 - IN SHRINK - VINYL LP RECORD🔥,7.00,0.2189
v1|257651776539|0,"NUANCE Take A Chance 4TH & B'WAY 12"" VG++",5.00,0.2188
v1|168584172131|0,PETE SEEGER I CAN SEE A NEW DAY LP 1964 MONO 2 Eye CL2257,1.00,0.2187
v1|327288313431|0,PRINCE - PAISLEY PARK EP - WARNER BROS. W9052 - NM UK IMPORT,5.99,0.2187
v1|257652093550|0,"STONE Time WEST END 12"" VG+/VG++",8.50,0.2186
v1|188732427582|0,Funk Soul - The Whispers Life & Breath - Chelsea - Oldies 70’s NM- Shrink,9.99,0.2186
v1|800451828288|0,Basement Jaxx Fly Life Vinyl Total Record Company 1997,5.00,0.2185
v1|128007269354|0,Jethro Tull - War Child - NM/NM 1974 Prog Rock Chrysalis CHR-1067 Sleeve 1ST,8.00,0.2184
v1|800443916385|0,"Roberta Flack & Donny Hathaway - Back Together 12"" - Atlantic VG+ PROMO HEAR",20.50,0.2184
v1|318661011665|0,JACO PASTORIUS Self Titled EPIC PE-33949 LP o,8.00,0.2184
v1|800443916322|0,"Lee Hayes - First Lady 12"" - Top Dis - Synth Boogie VG+ HEAR",33.32,0.2183
v1|188723313386|0,DEAN FRAZER - BIG BAD SAX Vinyl LP RECORD 1987 Album REGGAE SPLP5 NM,9.99,0.2183
v1|257651551533|0,"M.L.S. Extra Careful CHARLOTTE AMALIE 12"" VG++ PROMO modern soul HEAR",9.61,0.2183
v1|267748033898|0,ALT PUNK Compilation LP Lot Oops Wrong Stereotype BLITZ Viva Umkhonto SHONEN KNI,20.50,0.2180
v1|158154641356|0,Donna Summer Live And More Double Vinyl Sounds Great,7.00,0.2177
v1|168584144660|0,Climax Blues Band Stamp Album vinyl LP Sire records SASD-7507 1975,1.00,0.2177
v1|236980242512|0,"1968 The Rolling Stone's Beggar's Banquet, London PS539 VG+",4.99,0.2176
v1|128007439280|0,Leon Russell & Marc Benno - Asylum Choir 2 -NM/VG+ 1974 Psych Blues Rock Shelter,7.50,0.2176
v1|257651525500|0,"LOLEATTA HOLLOWAY SALSOUL 12"" VG++ 1997 ",7.50,0.2176
v1|287486156430|0,Dusty Springfield: Dusty in Memphis; 1969 Atlantic SD 8214 Monarch 1st Pressing,29.99,0.2175
v1|377394757666|0,"RARE Autographed Bubba Littrell "" Hang Around San Antone / "" Crazy Meskin 102",9.99,0.2175
v1|257651501150|0,FLOTSAM & JETSAM 1988 No Place for Disgrace  &  LOUDNESS 1986 Lightning Stikes,85.00,0.2175
v1|236980305082|0,"AC/DC Flick Of The Switch 12"" Black Vinyl LP Atlantic 80100-1 VG+",8.50,0.2174
v1|198542798232|0,Early bop jazz Clef label Norman Granz mid-50s OG VG- RARE Jam Session #4 and #3,10.00,0.2173
v1|257652115314|0,"SWEET THUNDER Everybody's Singin' Love Songs FANTASY WMOT 12"" VG+ ",5.00,0.2172
v1|257651830870|0,"PHIL COLLINS Take Me Home ATLANTIC 12"" VG++",5.00,0.2172
v1|168584771731|0,"MICHAEL HUDSON~""GIRLS ARE MADE FOR LOVIN' ""~Orig. 1971~FUNK~SOUL~7'' 45rpm~VG+",0.99,0.2171
v1|227460288846|0,Glenn Gould Bach SIX PARTITAS TWO & THREE PART INVENTIOns 3 lol vinyl like new,5.31,0.2170
v1|287499291246|0,"Imperial Triumphant “Alphaville” 12"" Black Vinyl LP - Century Media Metal",26.00,0.2169
v1|117337190697|0,RED GARLAND At the Prelude PRESTIGE PRLP 7170 Vinyl Jazz High-Fidelity LP,45.00,0.2169
v1|158154952335|0,DOOWOP The Coasters Sweet Georgia Brown ATCO 6104 1959 EX PROMO,5.00,0.2169
v1|327292458853|0,David Bowie - Heathen - Vinyl LP Original 2002 1st Pressing Promo Inner Sleeve,99.99,0.2168
v1|158150421617|0,"Marley Marl ""In Control Vol. 1"" Rap Hip Hop LP Cold Chillin OG",7.99,0.2167
v1|168584164268|0,The Dave Clark Five Glad All Over LP Epic LN 24093 Original 1964 Mono US Press,1.00,0.2167
v1|800440180527|0,RED GARLAND TRIO Bright And Breezy RIVERSIDE LP japan 1975 reissue o,8.00,0.2165
v1|366583674111|0,"Ghostface Killah ""More Fish"" Rap Hip Hop 2xLP Def Jam Reissue",8.50,0.2164
v1|298554568100|0,The Move Something Else LP A Cube 2326 045 1970,10.00,0.2164
v1|128007071295|0,Lester Williams -Use Me Lord- Modern Soul Gospel Boogie LP on Envoy - Hear,13.00,0.2164
v1|318661026294|0,STAN GETZ/CHARLIE BYRD Jazz Samba VERVE LP VG+ japan 1984 reissue o,17.00,0.2163
v1|257652001924|0,"SAMANTHA GILLES Let Me Feel It INFINITY 12"" VG++ Hi NRG BELGIUM",8.50,0.2163
v1|398243671515|0,Beatles Let It Be Vinyl Record Album,9.99,0.2162
v1|800443916348|0,"Newstar Band - Still Feel Like Dancing 12"" - New Star Rare Boogie VG+ PROMO HEAR",82.81,0.2161
v1|257651825091|0,"PETE MOSS In Your Head OVUM 12"" VG+ 2001 house",5.00,0.2159
v1|257651936257|0,"RIHANNA Pon De Replay DEF JAM 12"" NM PROMO",5.00,0.2159
v1|178358416881|0,Sweet Action / Sweet F.A. Australian RCA 45rpm vinyl 1975,5.00,0.2159
v1|336721944086|0,LP Irene Cara Anyone Can See OG PRESSING NETWORK LBL (1981) MINT-,14.95,0.2157
v1|168571169385|0,Harvey Fuqua 1963 R&B 45 on Tri-Phi ~ Come On An Answer Me ~ Hear,9.99,0.2157
v1|257651750053|0,"NATURAL RHYTHM Freakinought EP DOUBLE DOWN 12"" VG++ ",5.00,0.2155
v1|198542877872|0,Suzi Quatro late 70's pop rock RSO former glam EX promo Stumblin' In VG++,10.00,0.2155
v1|307099754612|0,Climax Blues Band Tightly Knit LP 1971 Sire SI-5904 Rock Blues,9.99,0.2155
v1|227460589656|0,POPPY I Disagree (More) 2020 Metal LP + Shape Disc VINYL Record ALBUM VG+ USED,43.73,0.2153
v1|336723656676|0,SIMPLE MINDS NEW COLD DREAM 1982 MARBLE PURPLE & GOLD VINYL LP SP64928,55.00,0.2153
v1|318672012656|0,Black Pumas - S/T LP - ATO Red/Black Wax SEALED,11.50,0.2151
v1|298554568821|0,James Gang Live in Concert LP ABC 733 1971,5.00,0.2150
v1|287499635015|0,Lefty Perez. Ahora si!. Original Lp,12.99,0.2149
v1|336718810312|0,"Guns N' Roses - Paradise City (6'46"" - LP Vers.) - PROMO US Picture Sleeve PS 7""",14.99,0.2149
v1|257658080576|0,"TOMMY HILL BankRoll BANKROLL 12"" NM Philly rap TEST PRESSING",5.00,0.2147
v1|257658080810|0,"TONE LOC Wild Thing DELICIOUS 12"" NM SHRINK",5.00,0.2142
v1|188734667662|0,"NOTORIOUS B.I.G. With EMINEM - DEAD WRONG 12"" Vinyl PROMO RECORD BLACK ROB Whoa",9.99,0.2140
v1|407117219342|0,Sonny Lester Little Egypt How to Belly-Dance for You Husband LP Used Pre-owned ,6.99,0.2137
v1|158148452875|0,"The Vapors-New Clear Day  (1980,New  Wave)",19.99,0.2136
v1|257651791660|0,"ORS Moon-Boots SALSOUL 12"" VG++",5.00,0.2135
v1|198542434682|0,"Butthole Surfers – Dick Gas Forty-Five 7"", 1988",125.00,0.2134
v1|407117092342|0,"Alicia Keys ""The Diary Of..."" R&B Hip Hop 2xLP J Records OG",7.99,0.2134
v1|366577507288|0,HOWARD ROBERTS The Real... CONCORD JAZZ LP VG++/VG+ o,8.00,0.2133
v1|117336539896|0,The Brockington Ensemble -The Lord Giver The Sunshine- Sealed Gospel LP on HOB,9.99,0.2133
v1|227462716648|0,Pearls Before Swine - These Things Too NM lp Tom Rapp Folk Rock record,5.99,0.2132
v1|236980253710|0,Cactus - S/T - EX/VG 1970 Hard Blues Rock ATCO SD33-340 Sleeve 1ST Press,10.50,0.2131
v1|206460756115|0,ANN RICHARDS~~THE MANY MOODS OF~~ORIG STEREO~~POP~~JAZZ~~NICE COPY~~EX / EX,16.99,0.2131
v1|206462527519|0,Celia Cruz - A Ti Mexico LP - Tico,10.50,0.2130
v1|227459330274|0,"Gary Wright The Dream Weaver LP 12"" Black Vinyl Warner Bros. Records Rock",4.50,0.2129
v1|257658086946|0,"TORCH SONG Don't Look Now IRS 12"" VG++ PROMO",5.00,0.2129
v1|117331758952|0,Crucifix – Dehumanization LP 1983 Corpus Christi w Poster 1st Press Minor Threat,64.99,0.2128
v1|287493804854|0,GREAT TENORS OF TODAY PAVAROTTI DOMINGO CORELLI EMI UK PRESS booklet NM-,6.50,0.2128
v1|206462527484|0,Allen Toussaint - Live In Philadelphia 1975 LP - WB/Rhino RSD 180g NM Shrink,15.06,0.2127
v1|336723308097|0,Bloom Where You're Planted by Rev. Carey Lnadry LP L79 1979,0.71,0.2127
v1|336722384132|0,Steely Dan Can’t Buy A Thrill LP 1972 Gatefold ABCX-758 VG/VG+,14.50,0.2126
v1|377394739960|0,"RARE Autographed Bubba Littrell "" I've Been Lived In /Wishing Ring "" JOEY 5023",9.99,0.2126
v1|307096192844|0,"THE MIRACLES HI, WE'RE THE MIRACLES LP Mono MS-160V-1",15.50,0.2125
v1|158154952352|0,ROCKABILLY Edd McNeely What Else Could I Do Fabor 354 1972 VG+ PROMO,5.00,0.2125
v1|236980432004|0,"Jukka Tolonen Band – Montreaux Boogie (Sonet LP, Early Pres, EX/VG+, Clean Play)",10.00,0.2125
v1|206457726647|0,"Master Force - Hey Girl 12"" - Rain Forest - Modern Soul Disco HEAR",192.50,0.2123
v1|327295785795|0,"MAE BARNES fun with Mae Barnes,  rare 10"" lp on ATLANTIC  pristine",9.00,0.2123
v1|128007029296|0,Mary Harris -Just As I Am- Modern Soul Gospel Boogie LP on True Vine - Hear,9.99,0.2122
v1|398234374549|0,STAYING ALIVE ORIGINAL SOUNDTRACK ALBUM 1983 NEAR MINT VINYL !,5.99,0.2120
v1|168584755747|0,"RUFUS THOMAS~""WILLY NILLY""~Orig. 1965~FUNK~SOUL~R&B~7'' 45rpm~STAX~S-173~VG+",0.99,0.2120
v1|168584172255|0,1981 Ze/ Island DANCE Club Sampler LP SEIZE THE BEAT Material WAS NOT WAS Nona H,1.00,0.2119
v1|236980233907|0,"Lot (34) Hip-Hop / Rap  12"" Vinyl Singles;  LL Cool J Ice-T Rhythm MC Supreme",23.95,0.2118
v1|267746400283|0,JEFFREY OSBORNE - EMOTIONAL Vinyl LP RECORD 1986 Album SOUL R&B SP 5103 VG+/VG+,4.99,0.2117
v1|298553879095|0,GOLDEN AGE RIGOLETTO 1917 1928 GALLI CURCI SHIPA CARUSO  SHRINK OVER JACKET,3.99,0.2117
v1|147478834428|0,Toulouse St.  By The Doobie Brothers. Nudity In Inside Gatefold. 1972 VG++ Vinyl,15.00,0.2116
v1|358878905503|0,"Fuller Bros. ""Stranger At My Door"" Rare Northern Sweet Soul 1st Version 45 GD&L",391.00,0.2113
v1|227457549522|0,"Sade - Promise NM Vinyl LP, 1985) - Portrait Records  Promo Stamp - Smooth Jazz",17.50,0.2113
v1|168583699543|0,"E.U. Taste Of Your Love / Da Butt '89 - PROMO 12"" 1989 US - VG+ Ultrasonic Clean",9.99,0.2113
v1|188734655733|0,HERBIE MANN - BIG BOSS MANN Vinyl Reissue RECORD 1970 Album JAZZ CS 1068 NM,9.88,0.2113
v1|188733379436|0,MINA THE INIMITABLE MINA - 1963 VESUVIUS ITALIAN VOCALIST 1ST PRESS LP,20.00,0.2113
v1|358878874030|0,"Debbie S. & Sounds Of Thunder ""Try My Love"" Sweet Soul/Funk 45 Flaming Arrow mp3",12.50,0.2113
v1|158147270119|0,John Corabi Horseshoes & Hand Grenades Orange Black Splatter Vinyl Motley Crue,29.99,0.2113
v1|257651930115|0,"RHYTHIM IS RHYTHIM Strings Of Life TRANSMAT 12"" VG++ silver labels",5.00,0.2111
v1|267745919099|0,FRANKIE VALLI Closeup LP Private Stock Records PS 2000 1975,4.95,0.2109
v1|257652092935|0,"STEVE SILK HURLEY Jack Your Body UNDERGROUND 12"" VG+/VG++ house 1986",5.00,0.2109
v1|128007215646|0,"LP 12 Design 637, More Country & Western Favorites",2.95,0.2108
v1|358878969772|0,MICKI LEE - SO TIRED OF TALKIN' US 20TH CENTURY FOX,5.99,0.2107
v1|158147984654|0,"LOWRELL Soul Funk 45 Mellow, Mellow Right On /Overdose AVI Records 1979 VG+",9.99,0.2105
v1|377386849656|0,Nicolette Larson - Nicolette - BSK 3243 Vinyl LP NM Cover VG+ Beautiful album,19.95,0.2104
v1|287501127081|0,1957 Ella Fitzgerald Louis Armstrong Ella and Louis Verve LP Mono US Press ~ VG+,45.00,0.2103
v1|398251063553|0,OSCAR TONEY JR For Your Precious Love STATESIDE UK | Dancefloor Soul | LP HEAR,9.99,0.2103
v1|298554250965|0,TINA TURNER -PRIVATE DANCER -JAPANESE  VINYL LP,15.99,0.2102
v1|287499654104|0,"7A3- 7A3 Will Rock You- Rare 12"" Vinyl Single (Macola/Vendetta) (1987)",8.69,0.2102
v1|318661068453|0,ELMO HOPE The All-Star Sessions MILESTONE 2XLP VG+ gatefold o,8.00,0.2100
v1|318672693729|0,"Ben Platt Dear Evan Hansen OST 2021 Interscope 12"" LP Blue Vinyl 33 RPM",4.96,0.2099
v1|267740651286|0,"DONNY HATHAWAY ""Live"" Original Vinyl LP Record ATCO SD 33-386, Presswell (PR)",8.50,0.2098
v1|257659177024|0,Thelonious Monk Quartet with Johnny Griffin – Thelonious In Action 2015 reissue,13.99,0.2097
v1|227453532705|0,45 REGGAE / HORACE ANDY / CHILDREN OF ISREAL / SANTIC / LISTEN,9.99,0.2097
v1|287499455383|0,Jon Astley Everyone Loves The Pilot LP Record In A WHITE COVER,0.99,0.2096
v1|198548501245|0,"Lords Of Acid - I Sit On 12"" Vinyl Remixes 1990 VG+ Techno Rave DJ Promo ",9.99,0.2096
v1|257652039996|0,"SIDE EFFECT Keep That Same Old Feeling STREETWAVE 12"" VG++ UK press",5.00,0.2095
v1|336722419002|0,DEEP PURPLE The House Of Blue Light MERCURY LP EX/VG+,5.50,0.2095
v1|307099893190|0,Joan Jett & The Blackhearts I Love Rock N Roll LP Vinyl 1981 Original Boardwalk,9.99,0.2095
v1|178369148070|0,Marshall Crenshaw Downtown Warner Bros Records NEAR MINT - ULTRA SONIC CLEAN,4.99,0.2094
v1|158150159565|0,"Eric B. & Rakim ""Follow The Leader"" Rap Hip Hop 2xLP UNI/Geffen/UMe Reissue",12.50,0.2093
v1|377389408273|0,Sonny & Cher - Look At Us - Vinyl Record LP ATCO Records 1965 Soft Rock Pop Mono,4.99,0.2093
v1|318660990080|0,DJANGO REINHARDT Selection EMI/LA VOIX DE SON MAITRE LP france o,8.00,0.2092
v1|128009023723|0,"ANDY GIBB SHADOW DANCING 12"" LP VG+ VINYL RECORD RSO 1978",0.99,0.2091
v1|398235426456|0,ARETHA FRANKLIN I Never Loved A Man LP ATLANTIC SD8139 1ST PRESS 67 LP SHRINK MT,30.00,0.2090
v1|178368486379|0,Super Fly ,40.00,0.2089
v1|298554063346|0,"DYANGO ""La Radio"" 1981 (ODEON/OES74112) EX/EX!!",9.99,0.2088
v1|298554063346|0,"DYANGO ""La Radio"" 1981 (ODEON/OES74112) EX/EX!!",9.99,0.2088
v1|287499636259|0,Minnie Riperton ‎– Minnie - 1979 LP Album Funk Soul Capitol Records SO-11936,9.99,0.2087
v1|278241411147|0,TRAFFIC “LOW SPARK OF HIGH HEELED BOYS” LP ILPS-9180 COVER IS VG+ VINYL IS VG,8.00,0.2085
v1|800450524379|0,"Sonny Boy Williamson, Bummer Road; CHESS 1536, LP-1536, Mono 1969 G/VG",3.50,0.2084
v1|257650108785|0,DJ Mark Farina - The Lost Baggage EP OM Records – OM 152SV,40.00,0.2084
v1|257651978611|0,"ROYAL HOUSE Can You Party? IDLERS 12"" VG+/VG++ 1988 house",5.00,0.2084
v1|137578840119|0,"The Tides Surf City/Surfin' USA Mercury Wing 12"" Vinyl LP Stereo",4.00,0.2084
v1|318661011094|0,THE DOORS - SELF-TITLED LP - MONO - ELEKTRA - EKL-4007 - BAGGIE - RARE STICKER!,39.99,0.2083
v1|206434475385|0,"Lot (2) CYBOTRON 12"" Vinyl – Cosmic Cars & R-9 Fantasy Records",7.99,0.2082
v1|267745838832|0,Gap Sherrif/Theme From The Sheriff Obscure Laurie Psych Garage 45,49.99,0.2080
v1|287499523989|0,THE ROLLING STONES Now! 1965 MONO LP LL3420 Red Label Vinyl Record,22.75,0.2080
v1|227459256738|0,SPECIAL RADIO Show PROGRAMMING VINYL CAROL BURNETT PETE N TILLIE Interview Rare,8.00,0.2078
v1|307097688880|0,JOHNNY HODGES WILD BILL DAVIS LP album BLUE RABBIT 1964 VERVE #V-8599 VG mono,8.95,0.2078
v1|178368009400|0,"Philips Mono LP Record, Vienna Choir Boys, Waltzes and Polkas VG ",2.00,0.2077
v1|257658115396|0,"TYRONE PEPPERS & T-ROCK Passionate Madness STANSON 12"" NM boogie HEAR",5.00,0.2077
v1|336722404072|0,Steely Dan - Katy Lied - NM/VG 1975 Jazz Pop Rock ABCD-846  Sleeve 1ST Press,4.25,0.2075
v1|800443916314|0,"Kool Kyle - Getting Over 12"" - Frills - Boogie Funk Rap SEALED",8.50,0.2074
v1|168589628285|0,Grease Original Soundtrack 2 Vinyl LPs RS-2-4002 W/Insert Flyer Vg++ CONDITION,9.99,0.2074
v1|198543127408|0,"GANG STARR - ROYALTY - Vinyl 12"" Single 1997 Noo Trybe - Original US Promo NM!",7.98,0.2074
v1|366583694482|0,"Homeboy Sandman ""The Good Sun"" Rap Hip Hop 2xLP High Water Music Clear/Blue Wax",7.99,0.2073
v1|377389526561|0,ROSEMARY BROWN A Musical Séance LP PHILIPS Classical Occult Record,9.99,0.2073
v1|257651696209|0,"MIKE OLDFIELD Far Above The Clouds KINETIC 12"" VG++ PROMO 1999",5.00,0.2072
v1|318668822274|0,pink floyd  RICHARD WRIGHT Wet Dream vinyl lp USED VG Early PROMO Edition,14.99,0.2070
v1|128007033113|0,Diann Franklin -Celebrate- Maryland Modern Soul Gospel LP on Daystar - Hear,9.99,0.2069
v1|128007722943|0,Black Oak Arkansas self titled ATCO records 1971 VG vinyl,5.00,0.2068
v1|407102401506|0,JIMMY RILEY Magic REGGAE  LP OMAR JAMAICA IMP NM,9.99,0.2067
v1|158147708603|0,Kiss Self Titled Debut 1974 1st Pressing Casablanca NBLP 7001 PLAY TESTED CLEAN!,99.99,0.2066
v1|336723608325|0,THE CARS Self Titled Vinyl LP Record 6E-135 Specialty Records 1st Press 1978,15.00,0.2066
v1|366577517254|0,OLIVER NELSON/LOU DONALDSON Back Talk CHESS 2XLP VG+ gatefold o,8.00,0.2066
v1|358878139512|0,Bob James - On Radio Call LP (1979) Rare White Label Promo,40.00,0.2066
v1|206462527504|0,Black Star - Mos Def & Talib Kweli Are Black Star LP - Rawkus Autograph,56.00,0.2065
v1|800454624892|0,ERNIE WILKINS-THE BIG NEW BAND OF THE '60S-EVEREST SDBR-1104,15.99,0.2064
